path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,pixel_aggregated_score,patch_divergence_aggregated,fused_score
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_96.png,0,0.2875858545303345,0.2875858545303345,0.20906053483486176,0.01914191246032715,2.269343137741089,0.10571488738059998,0.1515054342602367
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_97.png,0,0.38797593116760254,0.38797593116760254,0.23392964899539948,0.029989302158355713,2.6786792278289795,0.10165970027446747,0.20601257991251892
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_98.png,0,0.39102670550346375,0.39102670550346375,0.20133303105831146,0.027451515197753906,2.322233200073242,0.09540564566850662,0.18782556544625706
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_99.png,0,0.3744485378265381,0.3744485378265381,0.23313449323177338,0.029488861560821533,2.797628164291382,0.09902361035346985,0.200479192588752
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_60.png,0,0.4023686349391937,0.4023686349391937,0.22453534603118896,0.031540632247924805,2.4378790855407715,0.11635676771402359,0.22290060008034898
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_61.png,0,0.4181787669658661,0.4181787669658661,0.2077907919883728,0.03640913963317871,2.481684446334839,0.129815474152565,0.24832724269637357
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_62.png,0,0.369527131319046,0.369527131319046,0.22926387190818787,0.027972102165222168,2.7156951427459717,0.10753852128982544,0.2060967267834251
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_63.png,0,0.32971641421318054,0.32971641421318054,0.20040708780288696,0.02903270721435547,2.2650458812713623,0.10125573724508286,0.16511866065679492
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_60.png,0,0.43254554271698,0.43254554271698,0.7299983501434326,0.043188631534576416,7.2323503494262695,0.10507026314735413,0.3815322293451225
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_61.png,0,0.4004291892051697,0.4004291892051697,0.5749284625053406,0.03387033939361572,5.924294948577881,0.10058685392141342,0.31791024496213083
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_62.png,0,0.3377099335193634,0.3377099335193634,0.3231060206890106,0.029291868209838867,3.5738227367401123,0.10787375271320343,0.22036804396646603
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_63.png,0,0.5219532251358032,0.5219532251358032,0.26374244689941406,0.03851896524429321,3.099381685256958,0.10127779841423035,0.28084915577697445
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_94.png,0,0.5126557946205139,0.5126557946205139,0.19324469566345215,0.04362696409225464,2.525965452194214,0.10803625732660294,0.26599554855230456
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_95.png,0,0.5241823792457581,0.5241823792457581,0.18538592755794525,0.033631861209869385,2.2226932048797607,0.09495885670185089,0.24496953139524658
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_96.png,0,0.3878908157348633,0.3878908157348633,0.18192054331302643,0.028513789176940918,2.206209421157837,0.10253634303808212,0.19141064035176447
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_97.png,0,0.4373056888580322,0.4373056888580322,0.18226870894432068,0.0294647216796875,2.3255696296691895,0.10363761335611343,0.21937064080115554
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_98.png,0,0.4776361584663391,0.4776361584663391,0.22849003970623016,0.04237401485443115,2.987849235534668,0.12503941357135773,0.286395236273986
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_99.png,0,0.3749125599861145,0.3749125599861145,0.18501493334770203,0.03406602144241333,2.4615235328674316,0.1803523153066635,0.2906709072808288
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_96.png,0,0.40455877780914307,0.40455877780914307,0.22712090611457825,0.014331698417663574,2.772412061691284,0.08714015781879425,0.19866252253939048
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_97.png,0,0.33759573101997375,0.33759573101997375,0.24622473120689392,0.01073765754699707,2.980523109436035,0.08984989672899246,0.17825111568217722
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_98.png,0,0.35226133465766907,0.35226133465766907,0.2738800346851349,0.015019357204437256,3.3168623447418213,0.08647313714027405,0.19191389210204962
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_99.png,0,0.37905535101890564,0.37905535101890564,0.20042037963867188,0.012258768081665039,2.3768086433410645,0.08695878088474274,0.17364788488347377
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_95.png,0,0.32775622606277466,0.32775622606277466,0.20446449518203735,0.025734126567840576,2.4862418174743652,0.07895752042531967,0.14382601116644378
