path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,pixel_aggregated_score,patch_divergence_aggregated,fused_score
data\BraTS2021_slice\test\good\img\00000_96.png,0,0.0028680029790848494,0.0028680029790848494,0.26550042629241943,0.00018149614334106445,20.99156951904297,1.600966453552246,0.27767242050129076
data\BraTS2021_slice\test\good\img\00000_97.png,0,0.002980116056278348,0.002980116056278348,0.2603689134120941,0.00017696619033813477,22.2934627532959,1.5939459800720215,0.28186849426478916
data\BraTS2021_slice\test\good\img\00000_98.png,0,0.0026067085564136505,0.0026067085564136505,0.2567494511604309,0.00018227100372314453,22.874345779418945,1.577462077140808,0.2686818792344085
data\BraTS2021_slice\test\good\img\00000_99.png,0,0.0022640670649707317,0.0022640670649707317,0.25498059391975403,0.0001819133758544922,23.286949157714844,1.5759854316711426,0.26242120516023065
data\BraTS2021_slice\test\good\img\00011_60.png,0,0.0027186349034309387,0.0027186349034309387,0.3349701464176178,0.0001767277717590332,27.19536018371582,1.5496854782104492,0.27507944917397265
data\BraTS2021_slice\test\good\img\00011_61.png,0,0.003049315419048071,0.003049315419048071,0.33663973212242126,0.00018358230590820312,26.857738494873047,1.5604287385940552,0.28566627410923123
data\BraTS2021_slice\test\good\img\00011_62.png,0,0.003662109375,0.003662109375,0.32787173986434937,0.00018858909606933594,25.278247833251953,1.564415454864502,0.29419573655191117
data\BraTS2021_slice\test\good\img\00011_63.png,0,0.003391709877178073,0.003391709877178073,0.3078320622444153,0.0001869797706604004,23.643421173095703,1.5652292966842651,0.2825070175927785
data\BraTS2021_slice\test\good\img\00018_60.png,0,0.0038679149001836777,0.0038679149001836777,0.39498281478881836,0.00017511844635009766,22.337406158447266,1.3111871480941772,0.1699488258453276
data\BraTS2021_slice\test\good\img\00018_61.png,0,0.003546347375959158,0.003546347375959158,0.3916291296482086,0.0001850724220275879,21.13486099243164,1.3235530853271484,0.16421667738213483
data\BraTS2021_slice\test\good\img\00018_62.png,0,0.0033206716179847717,0.0033206716179847717,0.3811511695384979,0.00022327899932861328,20.07656478881836,1.3479737043380737,0.1666338309194653
data\BraTS2021_slice\test\good\img\00018_63.png,0,0.0035881197545677423,0.0035881197545677423,0.37521588802337646,0.00022232532501220703,19.402782440185547,1.3667521476745605,0.17829441202457197
data\BraTS2021_slice\test\good\img\00020_94.png,0,0.0031832042150199413,0.0031832042150199413,0.24594640731811523,0.00017940998077392578,25.730926513671875,1.5396230220794678,0.2744528375037732
data\BraTS2021_slice\test\good\img\00020_95.png,0,0.0030590733513236046,0.0030590733513236046,0.23382192850112915,0.00017714500427246094,24.613399505615234,1.5337438583374023,0.2647615399976934
