path,label,image_score,anchor_score,reconstruction_score,pixel_aggregated_score
data\BraTS2021_slice\test\good\img\00000_96.png,0,0.31018123030662537,0.31018123030662537,0.2178899049758911,2.4047415256500244
data\BraTS2021_slice\test\good\img\00000_97.png,0,0.33531245589256287,0.33531245589256287,0.22155678272247314,2.494581699371338
data\BraTS2021_slice\test\good\img\00000_98.png,0,0.29348525404930115,0.29348525404930115,0.21937373280525208,2.3824825286865234
data\BraTS2021_slice\test\good\img\00000_99.png,0,0.32137706875801086,0.32137706875801086,0.22579911351203918,2.4950528144836426
data\BraTS2021_slice\test\good\img\00011_60.png,0,0.4579780101776123,0.4579780101776123,0.2752937972545624,2.8611578941345215
data\BraTS2021_slice\test\good\img\00011_61.png,0,0.5737364292144775,0.5737364292144775,0.29925310611724854,3.2126071453094482
data\BraTS2021_slice\test\good\img\00011_62.png,0,0.5483307242393494,0.5483307242393494,0.3045738935470581,3.099196434020996
data\BraTS2021_slice\test\good\img\00011_63.png,0,0.44776394963264465,0.44776394963264465,0.270799845457077,2.661404848098755
data\BraTS2021_slice\test\good\img\00018_60.png,0,0.4101741313934326,0.4101741313934326,0.3411703407764435,3.6149699687957764
data\BraTS2021_slice\test\good\img\00018_61.png,0,0.37164321541786194,0.37164321541786194,0.3603139817714691,3.646700143814087
data\BraTS2021_slice\test\good\img\00018_62.png,0,0.4376179575920105,0.4376179575920105,0.38396304845809937,3.6241800785064697
data\BraTS2021_slice\test\good\img\00018_63.png,0,0.4641549289226532,0.4641549289226532,0.3346309959888458,3.3958792686462402
data\BraTS2021_slice\test\good\img\00020_94.png,0,0.3351013958454132,0.3351013958454132,0.22191765904426575,2.7691543102264404
data\BraTS2021_slice\test\good\img\00020_95.png,0,0.3578977584838867,0.3578977584838867,0.21217192709445953,2.645620107650757
data\BraTS2021_slice\test\good\img\00020_96.png,0,0.2964056134223938,0.2964056134223938,0.20925961434841156,2.617119312286377
data\BraTS2021_slice\test\good\img\00020_97.png,0,0.39550885558128357,0.39550885558128357,0.2026069313287735,2.4545609951019287
data\BraTS2021_slice\test\good\img\00020_98.png,0,0.39827170968055725,0.39827170968055725,0.20043489336967468,2.3566296100616455
data\BraTS2021_slice\test\good\img\00020_99.png,0,0.2625245153903961,0.2625245153903961,0.19524092972278595,2.441610813140869
data\BraTS2021_slice\test\good\img\00021_96.png,0,0.39568039774894714,0.39568039774894714,0.17031361162662506,2.164079189300537
data\BraTS2021_slice\test\good\img\00021_97.png,0,0.38261035084724426,0.38261035084724426,0.17288783192634583,2.138998031616211
data\BraTS2021_slice\test\good\img\00021_98.png,0,0.37428566813468933,0.37428566813468933,0.15973442792892456,2.0345137119293213
data\BraTS2021_slice\test\good\img\00021_99.png,0,0.3458656668663025,0.3458656668663025,0.1539783626794815,2.0079245567321777
data\BraTS2021_slice\test\good\img\00026_95.png,0,0.2771472632884979,0.2771472632884979,0.22410328686237335,2.809476852416992
data\BraTS2021_slice\test\good\img\00026_96.png,0,0.2993987500667572,0.2993987500667572,0.22803723812103271,2.847715377807617
data\BraTS2021_slice\test\good\img\00026_97.png,0,0.34640440344810486,0.34640440344810486,0.23822051286697388,3.0337624549865723
data\BraTS2021_slice\test\good\img\00026_98.png,0,0.24443694949150085,0.24443694949150085,0.2528669238090515,3.2834665775299072
data\BraTS2021_slice\test\good\img\00026_99.png,0,0.25107985734939575,0.25107985734939575,0.2810151278972626,3.8474156856536865
data\BraTS2021_slice\test\good\img\00028_98.png,0,0.2570667564868927,0.2570667564868927,0.21431873738765717,2.810199499130249
data\BraTS2021_slice\test\good\img\00028_99.png,0,0.31971919536590576,0.31971919536590576,0.2067718654870987,2.769470691680908
