path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,pixel_aggregated_score,patch_divergence_aggregated,fused_score
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_96.png,0,0.012304299511015415,0.012304299511015415,0.1780468225479126,0.020289361476898193,2.0592923164367676,0.43378087878227234,0.22795515946532768
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_97.png,0,0.012371933087706566,0.012371933087706566,0.23892010748386383,0.016702711582183838,3.050258159637451,0.42117658257484436,0.2445981093123794
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_98.png,0,0.013465411961078644,0.013465411961078644,0.24967733025550842,0.023496389389038086,3.360700845718384,0.44621598720550537,0.29863575319860103
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_99.png,0,0.013434391468763351,0.013434391468763351,0.1783921718597412,0.01823556423187256,2.2736239433288574,0.44463688135147095,0.26081495647502795
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_60.png,0,0.012539420276880264,0.012539420276880264,0.18868838250637054,0.026940345764160156,2.480977773666382,0.44237539172172546,0.255318417667384
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_61.png,0,0.01358440238982439,0.01358440238982439,0.19683484733104706,0.03913545608520508,2.670076847076416,0.4522775113582611,0.285229991707972
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_62.png,0,0.014096874743700027,0.014096874743700027,0.20802530646324158,0.03286850452423096,2.7699978351593018,0.4540518522262573,0.2961298167597355
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_63.png,0,0.01429004967212677,0.01429004967212677,0.18769264221191406,0.03066462278366089,2.5617432594299316,0.46933332085609436,0.3112025863462422
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_60.png,0,0.01616867259144783,0.01616867259144783,0.28506746888160706,0.024141371250152588,3.4806156158447266,0.4215680658817291,0.298677247568361
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_61.png,0,0.016482656821608543,0.016482656821608543,0.28120532631874084,0.0188748836517334,3.3631651401519775,0.421963095664978,0.298630421529847
