path,label,image_score,anchor_score,reconstruction_score,pixel_aggregated_score
data\BraTS2021_slice\test\good\img\00000_96.png,0,0.357740581035614,0.357740581035614,0.24524056911468506,2.5560901165008545
data\BraTS2021_slice\test\good\img\00000_97.png,0,0.30691981315612793,0.30691981315612793,0.23252418637275696,2.4302849769592285
data\BraTS2021_slice\test\good\img\00000_98.png,0,0.30890995264053345,0.30890995264053345,0.2370290756225586,2.431267738342285
data\BraTS2021_slice\test\good\img\00000_99.png,0,0.3340141773223877,0.3340141773223877,0.21821501851081848,2.283679485321045
data\BraTS2021_slice\test\good\img\00011_60.png,0,0.5980375409126282,0.5980375409126282,0.3781660497188568,4.1713972091674805
data\BraTS2021_slice\test\good\img\00011_61.png,0,0.5841314196586609,0.5841314196586609,0.4051114022731781,4.414623260498047
data\BraTS2021_slice\test\good\img\00011_62.png,0,0.5309501886367798,0.5309501886367798,0.29232633113861084,3.082559585571289
data\BraTS2021_slice\test\good\img\00011_63.png,0,0.5481353998184204,0.5481353998184204,0.2391970008611679,2.6050639152526855
data\BraTS2021_slice\test\good\img\00018_60.png,0,0.613472044467926,0.613472044467926,0.490966260433197,4.581806659698486
data\BraTS2021_slice\test\good\img\00018_61.png,0,0.498086541891098,0.498086541891098,0.4858456254005432,4.726171970367432
data\BraTS2021_slice\test\good\img\00018_62.png,0,0.4569947421550751,0.4569947421550751,0.5227267742156982,5.049798965454102
data\BraTS2021_slice\test\good\img\00018_63.png,0,0.5530398488044739,0.5530398488044739,0.442881315946579,4.404290676116943
data\BraTS2021_slice\test\good\img\00020_94.png,0,0.5209708213806152,0.5209708213806152,0.20937515795230865,2.4609646797180176
data\BraTS2021_slice\test\good\img\00020_95.png,0,0.5043702125549316,0.5043702125549316,0.2052064836025238,2.376566171646118
data\BraTS2021_slice\test\good\img\00020_96.png,0,0.4915187954902649,0.4915187954902649,0.19519789516925812,2.404392957687378
data\BraTS2021_slice\test\good\img\00020_97.png,0,0.44718632102012634,0.44718632102012634,0.19755926728248596,2.5568289756774902
data\BraTS2021_slice\test\good\img\00020_98.png,0,0.42513155937194824,0.42513155937194824,0.19505813717842102,2.4751856327056885
data\BraTS2021_slice\test\good\img\00020_99.png,0,0.40791821479797363,0.40791821479797363,0.19303181767463684,2.5782828330993652
data\BraTS2021_slice\test\good\img\00021_96.png,0,0.3003906011581421,0.3003906011581421,0.1696075201034546,1.891869306564331
data\BraTS2021_slice\test\good\img\00021_97.png,0,0.2724645435810089,0.2724645435810089,0.16355785727500916,1.8220646381378174
data\BraTS2021_slice\test\good\img\00021_98.png,0,0.3018341362476349,0.3018341362476349,0.16858132183551788,1.9404451847076416
data\BraTS2021_slice\test\good\img\00021_99.png,0,0.32546892762184143,0.32546892762184143,0.17010846734046936,1.976296067237854
data\BraTS2021_slice\test\good\img\00026_95.png,0,0.35050415992736816,0.35050415992736816,0.2148575335741043,2.4981164932250977
data\BraTS2021_slice\test\good\img\00026_96.png,0,0.32542744278907776,0.32542744278907776,0.22056473791599274,2.683039426803589
data\BraTS2021_slice\test\good\img\00026_97.png,0,0.3582792580127716,0.3582792580127716,0.2161669284105301,2.4920597076416016
data\BraTS2021_slice\test\good\img\00026_98.png,0,0.2504083216190338,0.2504083216190338,0.23479337990283966,2.9585578441619873
data\BraTS2021_slice\test\good\img\00026_99.png,0,0.26827967166900635,0.26827967166900635,0.25303915143013,3.4220175743103027
data\BraTS2021_slice\test\good\img\00028_98.png,0,0.2891908288002014,0.2891908288002014,0.21369458734989166,2.5681209564208984
data\BraTS2021_slice\test\good\img\00028_99.png,0,0.2972849905490875,0.2972849905490875,0.22853820025920868,2.9653923511505127
data\BraTS2021_slice\test\good\img\00056_97.png,0,0.37710046768188477,0.37710046768188477,0.19640666246414185,2.2036943435668945
data\BraTS2021_slice\test\good\img\00056_98.png,0,0.37422052025794983,0.37422052025794983,0.18004576861858368,2.0013632774353027
data\BraTS2021_slice\test\good\img\00056_99.png,0,0.3568904995918274,0.3568904995918274,0.16551482677459717,1.854378581047058
data\BraTS2021_slice\test\good\img\00066_60.png,0,0.29066434502601624,0.29066434502601624,0.2633591890335083,2.7345428466796875
data\BraTS2021_slice\test\good\img\00066_61.png,0,0.2632802724838257,0.2632802724838257,0.25387951731681824,2.5055129528045654
data\BraTS2021_slice\test\good\img\00066_62.png,0,0.2511809468269348,0.2511809468269348,0.2562316060066223,2.5320467948913574
data\BraTS2021_slice\test\good\img\00066_63.png,0,0.2620667517185211,0.2620667517185211,0.26314595341682434,2.638056993484497
data\BraTS2021_slice\test\good\img\00066_64.png,0,0.26292097568511963,0.26292097568511963,0.2552378475666046,2.433509349822998
data\BraTS2021_slice\test\good\img\00072_96.png,0,0.43857577443122864,0.43857577443122864,0.1866670399904251,2.4791958332061768
data\BraTS2021_slice\test\good\img\00072_97.png,0,0.34548452496528625,0.34548452496528625,0.1885174810886383,2.5564815998077393
data\BraTS2021_slice\test\good\img\00072_98.png,0,0.34130343794822693,0.34130343794822693,0.19808539748191833,2.7454566955566406
data\BraTS2021_slice\test\good\img\00072_99.png,0,0.3446320593357086,0.3446320593357086,0.21029439568519592,2.970960855484009
data\BraTS2021_slice\test\good\img\00078_60.png,0,0.2953875660896301,0.2953875660896301,0.2637927234172821,2.881910562515259
data\BraTS2021_slice\test\good\img\00078_61.png,0,0.26633313298225403,0.26633313298225403,0.24754150211811066,2.7500808238983154
data\BraTS2021_slice\test\good\img\00078_62.png,0,0.29692259430885315,0.29692259430885315,0.24410296976566315,2.8203160762786865
data\BraTS2021_slice\test\good\img\00078_63.png,0,0.30435317754745483,0.30435317754745483,0.23854655027389526,2.7894768714904785
data\BraTS2021_slice\test\good\img\00078_64.png,0,0.29265016317367554,0.29265016317367554,0.2441442608833313,2.7883763313293457
data\BraTS2021_slice\test\good\img\00078_65.png,0,0.271932989358902,0.271932989358902,0.25434067845344543,2.924207925796509
data\BraTS2021_slice\test\good\img\00085_60.png,0,0.24638929963111877,0.24638929963111877,0.2422526478767395,2.716512441635132
data\BraTS2021_slice\test\good\img\00085_61.png,0,0.2687268555164337,0.2687268555164337,0.2556852698326111,2.9406535625457764
data\BraTS2021_slice\test\good\img\00085_62.png,0,0.2796095609664917,0.2796095609664917,0.2585240304470062,3.045732259750366
data\BraTS2021_slice\test\good\img\00085_63.png,0,0.3023320734500885,0.3023320734500885,0.25928837060928345,3.034501552581787
data\BraTS2021_slice\test\good\img\00085_64.png,0,0.3257320821285248,0.3257320821285248,0.26952600479125977,3.0514612197875977
data\BraTS2021_slice\test\good\img\00089_60.png,0,0.34540438652038574,0.34540438652038574,0.23874381184577942,2.6261355876922607
data\BraTS2021_slice\test\good\img\00089_61.png,0,0.3388568162918091,0.3388568162918091,0.226457878947258,2.5541980266571045
data\BraTS2021_slice\test\good\img\00118_62.png,0,0.41831400990486145,0.41831400990486145,0.1448187530040741,1.7781165838241577
data\BraTS2021_slice\test\good\img\00118_63.png,0,0.4054589867591858,0.4054589867591858,0.13792966306209564,1.6595975160598755
data\BraTS2021_slice\test\good\img\00118_64.png,0,0.4195299446582794,0.4195299446582794,0.13576370477676392,1.6572022438049316
data\BraTS2021_slice\test\good\img\00118_65.png,0,0.4459054470062256,0.4459054470062256,0.14753660559654236,1.9106535911560059
data\BraTS2021_slice\test\good\img\00118_68.png,0,0.4071548283100128,0.4071548283100128,0.17312632501125336,1.8262319564819336
data\BraTS2021_slice\test\good\img\00139_95.png,0,0.31229260563850403,0.31229260563850403,0.2370135337114334,2.6035475730895996
data\BraTS2021_slice\test\good\img\00139_96.png,0,0.3033769130706787,0.3033769130706787,0.23364506661891937,2.6060187816619873
data\BraTS2021_slice\test\good\img\00139_97.png,0,0.3027910590171814,0.3027910590171814,0.23188485205173492,2.6425859928131104
data\BraTS2021_slice\test\good\img\00139_98.png,0,0.22680309414863586,0.22680309414863586,0.22116120159626007,2.5518898963928223
data\BraTS2021_slice\test\good\img\00139_99.png,0,0.21912270784378052,0.21912270784378052,0.22680741548538208,2.6216156482696533
data\BraTS2021_slice\test\good\img\00140_60.png,0,0.3747304081916809,0.3747304081916809,0.12782824039459229,1.4486315250396729
data\BraTS2021_slice\test\good\img\00140_61.png,0,0.36083126068115234,0.36083126068115234,0.1275244653224945,1.454803466796875
data\BraTS2021_slice\test\good\img\00146_60.png,0,0.38817667961120605,0.38817667961120605,0.14472606778144836,1.6461907625198364
data\BraTS2021_slice\test\good\img\00146_61.png,0,0.40277963876724243,0.40277963876724243,0.13875456154346466,1.6279360055923462
data\BraTS2021_slice\test\good\img\00146_62.png,0,0.41985416412353516,0.41985416412353516,0.13559693098068237,1.5276981592178345
data\BraTS2021_slice\test\good\img\00146_63.png,0,0.42088782787323,0.42088782787323,0.11821742355823517,1.3528369665145874
data\BraTS2021_slice\test\good\img\00166_60.png,0,0.39682307839393616,0.39682307839393616,0.14634741842746735,1.6361957788467407
data\BraTS2021_slice\test\good\img\00166_61.png,0,0.37808728218078613,0.37808728218078613,0.14379261434078217,1.6930891275405884
data\BraTS2021_slice\test\good\img\00166_62.png,0,0.39658236503601074,0.39658236503601074,0.1744624376296997,2.4139244556427
data\BraTS2021_slice\test\good\img\00166_63.png,0,0.4419252872467041,0.4419252872467041,0.1523529291152954,2.0112626552581787
data\BraTS2021_slice\test\good\img\00166_64.png,0,0.468123197555542,0.468123197555542,0.14560459554195404,1.8518770933151245
data\BraTS2021_slice\test\good\img\00166_65.png,0,0.4453187882900238,0.4453187882900238,0.13670343160629272,1.631724238395691
data\BraTS2021_slice\test\good\img\00186_60.png,0,0.4151443839073181,0.4151443839073181,0.28016674518585205,2.9112565517425537
data\BraTS2021_slice\test\good\img\00186_61.png,0,0.45876815915107727,0.45876815915107727,0.28059324622154236,2.915862798690796
data\BraTS2021_slice\test\good\img\00186_62.png,0,0.5169974565505981,0.5169974565505981,0.26600420475006104,2.7693874835968018
data\BraTS2021_slice\test\good\img\00186_63.png,0,0.49598658084869385,0.49598658084869385,0.2588334083557129,2.7509584426879883
data\BraTS2021_slice\test\good\img\00204_60.png,0,0.434590607881546,0.434590607881546,0.1941489428281784,2.2039411067962646
data\BraTS2021_slice\test\good\img\00204_61.png,0,0.4521802067756653,0.4521802067756653,0.18776807188987732,2.151190757751465
data\BraTS2021_slice\test\good\img\00204_62.png,0,0.4343954026699066,0.4343954026699066,0.18685738742351532,2.209230661392212
data\BraTS2021_slice\test\good\img\00204_63.png,0,0.4393640160560608,0.4393640160560608,0.18544243276119232,2.2361602783203125
data\BraTS2021_slice\test\good\img\00204_64.png,0,0.4038821756839752,0.4038821756839752,0.19809570908546448,2.251837968826294
data\BraTS2021_slice\test\good\img\00210_97.png,0,0.27327048778533936,0.27327048778533936,0.21200688183307648,2.584930896759033
data\BraTS2021_slice\test\good\img\00210_98.png,0,0.2874693274497986,0.2874693274497986,0.206582710146904,2.4891951084136963
data\BraTS2021_slice\test\good\img\00210_99.png,0,0.28297826647758484,0.28297826647758484,0.19500486552715302,2.2980072498321533
data\BraTS2021_slice\test\good\img\00219_60.png,0,0.308239609003067,0.308239609003067,0.1718052625656128,1.9924014806747437
data\BraTS2021_slice\test\good\img\00219_61.png,0,0.2965444326400757,0.2965444326400757,0.1651654839515686,2.0554373264312744
data\BraTS2021_slice\test\good\img\00219_98.png,0,0.18737836182117462,0.18737836182117462,0.20421232283115387,2.5732219219207764
data\BraTS2021_slice\test\good\img\00219_99.png,0,0.19716770946979523,0.19716770946979523,0.20219570398330688,2.5873513221740723
data\BraTS2021_slice\test\good\img\00230_60.png,0,0.3390055000782013,0.3390055000782013,0.1855812966823578,2.2501602172851562
data\BraTS2021_slice\test\good\img\00230_61.png,0,0.3098353147506714,0.3098353147506714,0.1836862564086914,2.2139322757720947
data\BraTS2021_slice\test\good\img\00230_62.png,0,0.2942011058330536,0.2942011058330536,0.1729384809732437,2.1222071647644043
data\BraTS2021_slice\test\good\img\00231_60.png,0,0.3905107080936432,0.3905107080936432,0.20168276131153107,2.3456003665924072
data\BraTS2021_slice\test\good\img\00231_61.png,0,0.39321643114089966,0.39321643114089966,0.1935659497976303,2.2731077671051025
data\BraTS2021_slice\test\good\img\00231_62.png,0,0.36208993196487427,0.36208993196487427,0.19262245297431946,2.3312788009643555
data\BraTS2021_slice\test\good\img\00249_96.png,0,0.28493040800094604,0.28493040800094604,0.22042877972126007,2.7147445678710938
data\BraTS2021_slice\test\good\img\00249_97.png,0,0.23756299912929535,0.23756299912929535,0.22131308913230896,2.7581722736358643
data\BraTS2021_slice\test\good\img\00249_98.png,0,0.264978289604187,0.264978289604187,0.22830550372600555,2.8019490242004395
data\BraTS2021_slice\test\good\img\00249_99.png,0,0.30146878957748413,0.30146878957748413,0.25533705949783325,3.0506348609924316
data\BraTS2021_slice\test\good\img\00254_95.png,0,0.3131767511367798,0.3131767511367798,0.22530250251293182,2.956676721572876
data\BraTS2021_slice\test\good\img\00254_96.png,0,0.317430704832077,0.317430704832077,0.22246164083480835,2.9260010719299316
data\BraTS2021_slice\test\good\img\00254_97.png,0,0.299795925617218,0.299795925617218,0.24956786632537842,3.2213797569274902
data\BraTS2021_slice\test\good\img\00254_98.png,0,0.26551324129104614,0.26551324129104614,0.23467330634593964,3.030656099319458
data\BraTS2021_slice\test\good\img\00254_99.png,0,0.2658463716506958,0.2658463716506958,0.23183128237724304,2.940295457839966
data\BraTS2021_slice\test\good\img\00261_98.png,0,0.31158313155174255,0.31158313155174255,0.1551068276166916,1.8979222774505615
data\BraTS2021_slice\test\good\img\00261_99.png,0,0.32036757469177246,0.32036757469177246,0.14812207221984863,1.8155748844146729
data\BraTS2021_slice\test\good\img\00269_60.png,0,0.47439131140708923,0.47439131140708923,0.2401798963546753,2.6487936973571777
data\BraTS2021_slice\test\good\img\00269_61.png,0,0.5108256340026855,0.5108256340026855,0.23010949790477753,2.504417896270752
data\BraTS2021_slice\test\good\img\00273_98.png,0,0.4354627728462219,0.4354627728462219,0.21971476078033447,2.5430996417999268
data\BraTS2021_slice\test\good\img\00273_99.png,0,0.5037472248077393,0.5037472248077393,0.2313193827867508,2.6527328491210938
data\BraTS2021_slice\test\good\img\00283_60.png,0,0.276493102312088,0.276493102312088,0.20397749543190002,2.6068172454833984
data\BraTS2021_slice\test\good\img\00283_61.png,0,0.27022573351860046,0.27022573351860046,0.22139205038547516,2.72881817817688
data\BraTS2021_slice\test\good\img\00283_62.png,0,0.2658497393131256,0.2658497393131256,0.21982450783252716,2.687861204147339
data\BraTS2021_slice\test\good\img\00283_63.png,0,0.2735472321510315,0.2735472321510315,0.2204483151435852,2.615771770477295
data\BraTS2021_slice\test\good\img\00283_64.png,0,0.2666698694229126,0.2666698694229126,0.22246408462524414,2.553070545196533
data\BraTS2021_slice\test\good\img\00291_62.png,0,0.49355122447013855,0.49355122447013855,0.17012539505958557,1.998197078704834
data\BraTS2021_slice\test\good\img\00291_63.png,0,0.44970524311065674,0.44970524311065674,0.17258881032466888,1.8655394315719604
data\BraTS2021_slice\test\good\img\00291_64.png,0,0.4337669909000397,0.4337669909000397,0.15479084849357605,1.6386412382125854
data\BraTS2021_slice\test\good\img\00291_65.png,0,0.4512276351451874,0.4512276351451874,0.1597127914428711,1.7094911336898804
data\BraTS2021_slice\test\good\img\00291_66.png,0,0.47319579124450684,0.47319579124450684,0.1655241996049881,1.8171252012252808
data\BraTS2021_slice\test\good\img\00291_67.png,0,0.4444864094257355,0.4444864094257355,0.21183961629867554,2.3775768280029297
data\BraTS2021_slice\test\good\img\00305_60.png,0,0.37535911798477173,0.37535911798477173,0.18479250371456146,2.3511862754821777
data\BraTS2021_slice\test\good\img\00305_61.png,0,0.3504549264907837,0.3504549264907837,0.1812889575958252,2.2878129482269287
data\BraTS2021_slice\test\good\img\00305_62.png,0,0.34416311979293823,0.34416311979293823,0.16493269801139832,2.0188846588134766
data\BraTS2021_slice\test\good\img\00305_63.png,0,0.32805106043815613,0.32805106043815613,0.15622152388095856,1.8867093324661255
data\BraTS2021_slice\test\good\img\00305_64.png,0,0.3208194673061371,0.3208194673061371,0.161203071475029,1.8254597187042236
data\BraTS2021_slice\test\good\img\00314_60.png,0,0.3612557053565979,0.3612557053565979,0.18241015076637268,1.9232795238494873
data\BraTS2021_slice\test\good\img\00314_61.png,0,0.3673141896724701,0.3673141896724701,0.20260030031204224,2.027642250061035
data\BraTS2021_slice\test\good\img\00314_62.png,0,0.36586636304855347,0.36586636304855347,0.1869407594203949,1.9968570470809937
data\BraTS2021_slice\test\good\img\00331_96.png,0,0.3594690263271332,0.3594690263271332,0.14813323318958282,1.7287194728851318
data\BraTS2021_slice\test\good\img\00331_97.png,0,0.382794588804245,0.382794588804245,0.14863353967666626,1.7501461505889893
data\BraTS2021_slice\test\good\img\00331_98.png,0,0.3925635516643524,0.3925635516643524,0.15192703902721405,1.781731367111206
data\BraTS2021_slice\test\good\img\00331_99.png,0,0.39363813400268555,0.39363813400268555,0.15284889936447144,1.7987452745437622
data\BraTS2021_slice\test\good\img\00356_98.png,0,0.2662559151649475,0.2662559151649475,0.21230116486549377,2.460540771484375
data\BraTS2021_slice\test\good\img\00356_99.png,0,0.2505567967891693,0.2505567967891693,0.22633422911167145,2.633906602859497
data\BraTS2021_slice\test\good\img\00383_60.png,0,0.5411629676818848,0.5411629676818848,0.27363136410713196,2.974292039871216
data\BraTS2021_slice\test\good\img\00383_61.png,0,0.5459598898887634,0.5459598898887634,0.2742097079753876,2.8905622959136963
data\BraTS2021_slice\test\good\img\00383_62.png,0,0.5100207924842834,0.5100207924842834,0.2510363459587097,2.6231799125671387
data\BraTS2021_slice\test\good\img\00383_63.png,0,0.4915010333061218,0.4915010333061218,0.25079283118247986,2.595034599304199
data\BraTS2021_slice\test\good\img\00421_60.png,0,0.301500141620636,0.301500141620636,0.18204107880592346,2.3596975803375244
data\BraTS2021_slice\test\good\img\00421_61.png,0,0.28079333901405334,0.28079333901405334,0.18396052718162537,2.3518788814544678
data\BraTS2021_slice\test\good\img\00421_62.png,0,0.3039270341396332,0.3039270341396332,0.1824425756931305,2.329213857650757
data\BraTS2021_slice\test\good\img\00431_60.png,0,0.37002015113830566,0.37002015113830566,0.24246971309185028,2.5557198524475098
data\BraTS2021_slice\test\good\img\00431_61.png,0,0.34083291888237,0.34083291888237,0.2155294269323349,2.440167188644409
data\BraTS2021_slice\test\good\img\00431_62.png,0,0.3395214080810547,0.3395214080810547,0.26242461800575256,2.6264827251434326
data\BraTS2021_slice\test\good\img\00431_63.png,0,0.3723119795322418,0.3723119795322418,0.29900288581848145,2.8133134841918945
data\BraTS2021_slice\test\good\img\00431_64.png,0,0.3602435290813446,0.3602435290813446,0.3432920575141907,3.055418014526367
data\BraTS2021_slice\test\good\img\00453_60.png,0,0.49676835536956787,0.49676835536956787,0.17692029476165771,2.2888545989990234
data\BraTS2021_slice\test\good\img\00453_61.png,0,0.4673587381839752,0.4673587381839752,0.20134246349334717,2.547922134399414
