path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,patch_divergence_aggregated
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_96.png,0,0.4941974878311157,0.4941974878311157,1.0007946491241455,0.0029833316802978516,0.0023284342605620623
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_97.png,0,0.5103980302810669,0.5103980302810669,1.000794529914856,0.003251791000366211,0.0023394955787807703
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_98.png,0,0.48331186175346375,0.48331186175346375,1.000793695449829,0.0031873583793640137,0.0022330558858811855
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_99.png,0,0.4317903220653534,0.4317903220653534,1.000794529914856,0.003003239631652832,0.0022417420987039804
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_60.png,0,0.5354050397872925,0.5354050397872925,1.0007970333099365,0.0028852224349975586,0.0020085321739315987
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_61.png,0,0.5847318768501282,0.5847318768501282,1.000798225402832,0.003100454807281494,0.002122665522620082
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_62.png,0,0.4832751750946045,0.4832751750946045,1.0007983446121216,0.002829611301422119,0.001967509277164936
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_63.png,0,0.5001463890075684,0.5001463890075684,1.0007977485656738,0.0031845569610595703,0.0022463928908109665
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_60.png,0,0.6360390186309814,0.6360390186309814,1.0007984638214111,0.0034874677658081055,0.00178371905349195
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_61.png,0,0.6592240333557129,0.6592240333557129,1.0007985830307007,0.0037488937377929688,0.0020130740012973547
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_62.png,0,0.6015297770500183,0.6015297770500183,1.0007991790771484,0.003999292850494385,0.0022375055123120546
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_63.png,0,0.5528685450553894,0.5528685450553894,1.0008000135421753,0.00383836030960083,0.0021963445469737053
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_94.png,0,0.5739641785621643,0.5739641785621643,1.0007978677749634,0.0027914047241210938,0.0018230173736810684
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_95.png,0,0.6762419939041138,0.6762419939041138,1.000798225402832,0.002893686294555664,0.0017401814693585038
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_96.png,0,0.6060415506362915,0.6060415506362915,1.000799298286438,0.0024507641792297363,0.0018920365255326033
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_97.png,0,0.5667810440063477,0.5667810440063477,1.000798225402832,0.0027045011520385742,0.002125330502167344
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_98.png,0,0.5083984732627869,0.5083984732627869,1.0007975101470947,0.002337813377380371,0.001993470825254917
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_99.png,0,0.4776824116706848,0.4776824116706848,1.0007977485656738,0.0026140213012695312,0.0023349025286734104
