path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,pixel_aggregated_score,patch_divergence_aggregated
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_96.png,0,0.7339933514595032,0.7339933514595032,1.0053701400756836,0.17683637142181396,7.064817428588867,0.09295976907014847
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_97.png,0,0.7175937294960022,0.7175937294960022,1.0053714513778687,0.1569538116455078,7.084240913391113,0.08685808628797531
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_98.png,0,0.7324105501174927,0.7324105501174927,1.00538969039917,0.15493512153625488,7.110441207885742,0.08724252134561539
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_99.png,0,0.7060366868972778,0.7060366868972778,1.0053927898406982,0.1508839726448059,7.1542134284973145,0.09510196000337601
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_60.png,0,0.7866691946983337,0.7866691946983337,1.005424976348877,0.1492670178413391,6.326390266418457,0.08636908233165741
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_61.png,0,0.8181344866752625,0.8181344866752625,1.0054203271865845,0.1283295750617981,6.316738605499268,0.08209526538848877
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_62.png,0,0.7356365323066711,0.7356365323066711,1.0054150819778442,0.11921918392181396,6.2431559562683105,0.07709334045648575
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_63.png,0,0.7228308320045471,0.7228308320045471,1.0054126977920532,0.11905598640441895,5.9944634437561035,0.08659179508686066
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_60.png,0,0.828184962272644,0.828184962272644,1.0054141283035278,0.15427625179290771,6.3988800048828125,0.06944835186004639
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_61.png,0,0.7822914719581604,0.7822914719581604,1.005425214767456,0.1613309383392334,6.319247722625732,0.07695824652910233
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_62.png,0,0.7811474800109863,0.7811474800109863,1.005423665046692,0.13997125625610352,6.193408489227295,0.07588827610015869
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_63.png,0,0.799027681350708,0.799027681350708,1.0054172277450562,0.14962303638458252,6.1587958335876465,0.08479976654052734
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_94.png,0,0.8513403534889221,0.8513403534889221,1.0053914785385132,0.12269091606140137,6.293017864227295,0.07559472322463989
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_95.png,0,0.8957954049110413,0.8957954049110413,1.0054079294204712,0.11810123920440674,6.252939224243164,0.0690077468752861
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_96.png,0,0.7875085473060608,0.7875085473060608,1.005402684211731,0.1200103759765625,6.325218677520752,0.07521979510784149
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_97.png,0,0.7461581826210022,0.7461581826210022,1.0053894519805908,0.1464899182319641,6.401318550109863,0.0880262702703476
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_98.png,0,0.7496753931045532,0.7496753931045532,1.0053799152374268,0.13849139213562012,6.393130779266357,0.09334241598844528
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_99.png,0,0.7701098918914795,0.7701098918914795,1.0053772926330566,0.1284913420677185,6.342525482177734,0.09927510470151901
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_96.png,0,0.6858596801757812,0.6858596801757812,1.0053787231445312,0.12531697750091553,5.916834354400635,0.08625824749469757
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_97.png,0,0.689277708530426,0.689277708530426,1.0053720474243164,0.12633800506591797,5.970862865447998,0.09161436557769775
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_98.png,0,0.6738713383674622,0.6738713383674622,1.0053813457489014,0.1263447403907776,6.065892219543457,0.09685088694095612
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_99.png,0,0.6619414687156677,0.6619414687156677,1.0053871870040894,0.13371378183364868,6.200717449188232,0.09707281738519669
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_95.png,0,0.7515749335289001,0.7515749335289001,1.0054124593734741,0.1284273862838745,6.490020275115967,0.0998825654387474
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_96.png,0,0.7955592274665833,0.7955592274665833,1.005408763885498,0.13405907154083252,6.479499340057373,0.09697330743074417
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_97.png,0,0.8347516655921936,0.8347516655921936,1.005426287651062,0.13830792903900146,6.589162826538086,0.08659318834543228
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_98.png,0,0.7372288703918457,0.7372288703918457,1.0054404735565186,0.12588632106781006,6.711007595062256,0.09285027533769608
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_99.png,0,0.8051730990409851,0.8051730990409851,1.005431890487671,0.1254955530166626,6.822330951690674,0.09381688386201859
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00028_98.png,0,0.7718513011932373,0.7718513011932373,1.0054078102111816,0.1644684076309204,7.03273868560791,0.092889703810215
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00028_99.png,0,0.763678252696991,0.763678252696991,1.005394458770752,0.16020715236663818,7.055395603179932,0.10497215390205383
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_97.png,0,0.760112464427948,0.760112464427948,1.0053911209106445,0.12352997064590454,5.659928798675537,0.07249563932418823
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_98.png,0,0.730514407157898,0.730514407157898,1.005406141281128,0.12146162986755371,5.6489715576171875,0.0822439193725586
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_99.png,0,0.786881685256958,0.786881685256958,1.0054420232772827,0.10947394371032715,5.647589206695557,0.07541923969984055
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_60.png,0,0.7561351656913757,0.7561351656913757,1.0053880214691162,0.1291300654411316,6.336269378662109,0.0773322656750679
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_61.png,0,0.7707152366638184,0.7707152366638184,1.0053969621658325,0.14037585258483887,6.250635147094727,0.0775802806019783
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_62.png,0,0.7397105693817139,0.7397105693817139,1.0054198503494263,0.16557329893112183,6.125754356384277,0.08638720959424973
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_63.png,0,0.7292370796203613,0.7292370796203613,1.0054099559783936,0.1480277180671692,6.072698593139648,0.07773257791996002
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_64.png,0,0.7740682363510132,0.7740682363510132,1.0053962469100952,0.17556089162826538,6.016904354095459,0.06970350444316864
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_96.png,0,0.7283251881599426,0.7283251881599426,1.0054689645767212,0.13712579011917114,5.858567237854004,0.1059132069349289
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_97.png,0,0.726445198059082,0.726445198059082,1.005452036857605,0.1421668529510498,5.839354991912842,0.10416065156459808
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_98.png,0,0.7157405614852905,0.7157405614852905,1.0054473876953125,0.12760043144226074,5.823680400848389,0.10445919632911682
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_99.png,0,0.7273901700973511,0.7273901700973511,1.0054271221160889,0.10499948263168335,5.791105270385742,0.107369065284729
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_60.png,0,0.6909233927726746,0.6909233927726746,1.005445122718811,0.14868921041488647,6.440543174743652,0.07686527073383331
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_61.png,0,0.7390398383140564,0.7390398383140564,1.0054497718811035,0.16360610723495483,6.409811973571777,0.08256310224533081
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_62.png,0,0.7097172737121582,0.7097172737121582,1.0054813623428345,0.19417917728424072,6.385409355163574,0.08360262960195541
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_63.png,0,0.7475067973136902,0.7475067973136902,1.0054881572723389,0.1769992709159851,6.4480671882629395,0.08874040096998215
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_64.png,0,0.7178606390953064,0.7178606390953064,1.0054868459701538,0.1738799810409546,6.497368335723877,0.09426957368850708
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_65.png,0,0.7712188959121704,0.7712188959121704,1.0054620504379272,0.1509155035018921,6.44354248046875,0.07776939123868942
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_60.png,0,0.7006366848945618,0.7006366848945618,1.0054326057434082,0.13923954963684082,6.382792949676514,0.09357855468988419
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_61.png,0,0.7335950136184692,0.7335950136184692,1.005448341369629,0.14596766233444214,6.475424766540527,0.09780389070510864
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_62.png,0,0.7456494569778442,0.7456494569778442,1.005468726158142,0.13663417100906372,6.5843329429626465,0.11098510026931763
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_63.png,0,0.7326950430870056,0.7326950430870056,1.0054749250411987,0.13468694686889648,6.654156684875488,0.10085157305002213
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_64.png,0,0.7065586447715759,0.7065586447715759,1.0054596662521362,0.1516990065574646,6.571380138397217,0.09914267063140869
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00089_60.png,0,0.6964542865753174,0.6964542865753174,1.0054347515106201,0.1575777530670166,5.872976303100586,0.08532413840293884
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00089_61.png,0,0.6851539611816406,0.6851539611816406,1.0054090023040771,0.18664765357971191,5.9065117835998535,0.09809405356645584
