path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,patch_divergence_aggregated
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_96.png,0,0.49275386333465576,0.49275386333465576,1.0019481182098389,0.0030240416526794434,0.0021107883658260107
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_97.png,0,0.5084149241447449,0.5084149241447449,1.0019471645355225,0.003184199333190918,0.002209947444498539
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_98.png,0,0.48230719566345215,0.48230719566345215,1.0019484758377075,0.0028464794158935547,0.00211266428232193
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_99.png,0,0.4333917498588562,0.4333917498588562,1.0019463300704956,0.003026425838470459,0.0022357709240168333
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_60.png,0,0.5363191962242126,0.5363191962242126,1.0019471645355225,0.003269195556640625,0.0020990646444261074
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_61.png,0,0.5846748352050781,0.5846748352050781,1.0019457340240479,0.003012239933013916,0.0022020195610821247
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_62.png,0,0.4841446578502655,0.4841446578502655,1.0019458532333374,0.003016948699951172,0.002138048643246293
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_63.png,0,0.5012490749359131,0.5012490749359131,1.0019460916519165,0.0031662583351135254,0.0023305758368223906
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_60.png,0,0.6380309462547302,0.6380309462547302,1.0019491910934448,0.003602147102355957,0.001944147632457316
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_61.png,0,0.6616100072860718,0.6616100072860718,1.0019491910934448,0.00409245491027832,0.00214041187427938
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_62.png,0,0.6049728989601135,0.6049728989601135,1.0019471645355225,0.0034650564193725586,0.0021753848996013403
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_63.png,0,0.5544590353965759,0.5544590353965759,1.0019477605819702,0.003509998321533203,0.002240700414404273
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_94.png,0,0.5746204853057861,0.5746204853057861,1.001946210861206,0.002974390983581543,0.0018723902758210897
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_95.png,0,0.6773421764373779,0.6773421764373779,1.0019476413726807,0.003206908702850342,0.0017923233099281788
