path,label,image_score,anchor_score
data\BraTS2021_slice\test\good\img\00000_96.png,0,0.59159255027771,0.59159255027771
data\BraTS2021_slice\test\good\img\00000_97.png,0,0.5844196081161499,0.5844196081161499
data\BraTS2021_slice\test\good\img\00000_98.png,0,0.617652177810669,0.617652177810669
data\BraTS2021_slice\test\good\img\00000_99.png,0,0.6412764191627502,0.6412764191627502
data\BraTS2021_slice\test\good\img\00011_60.png,0,0.5324957370758057,0.5324957370758057
data\BraTS2021_slice\test\good\img\00011_61.png,0,0.5645598769187927,0.5645598769187927
data\BraTS2021_slice\test\good\img\00011_62.png,0,0.5363240838050842,0.5363240838050842
data\BraTS2021_slice\test\good\img\00011_63.png,0,0.5399943590164185,0.5399943590164185
data\BraTS2021_slice\test\good\img\00018_60.png,0,0.7415375113487244,0.7415375113487244
data\BraTS2021_slice\test\good\img\00018_61.png,0,0.7232388854026794,0.7232388854026794
data\BraTS2021_slice\test\good\img\00018_62.png,0,0.6519238352775574,0.6519238352775574
data\BraTS2021_slice\test\good\img\00018_63.png,0,0.6512939929962158,0.6512939929962158
data\BraTS2021_slice\test\good\img\00020_94.png,0,0.6321974992752075,0.6321974992752075
data\BraTS2021_slice\test\good\img\00020_95.png,0,0.6508751511573792,0.6508751511573792
data\BraTS2021_slice\test\good\img\00020_96.png,0,0.6354742050170898,0.6354742050170898
data\BraTS2021_slice\test\good\img\00020_97.png,0,0.6158369779586792,0.6158369779586792
data\BraTS2021_slice\test\good\img\00020_98.png,0,0.5829629302024841,0.5829629302024841
data\BraTS2021_slice\test\good\img\00020_99.png,0,0.5460206270217896,0.5460206270217896
data\BraTS2021_slice\test\good\img\00021_96.png,0,0.5976304411888123,0.5976304411888123
data\BraTS2021_slice\test\good\img\00021_97.png,0,0.5574811100959778,0.5574811100959778
data\BraTS2021_slice\test\good\img\00021_98.png,0,0.5064688920974731,0.5064688920974731
data\BraTS2021_slice\test\good\img\00021_99.png,0,0.5095357894897461,0.5095357894897461
data\BraTS2021_slice\test\good\img\00026_95.png,0,0.5925628542900085,0.5925628542900085
data\BraTS2021_slice\test\good\img\00026_96.png,0,0.5973397493362427,0.5973397493362427
data\BraTS2021_slice\test\good\img\00026_97.png,0,0.6140026450157166,0.6140026450157166
data\BraTS2021_slice\test\good\img\00026_98.png,0,0.5621128678321838,0.5621128678321838
data\BraTS2021_slice\test\good\img\00026_99.png,0,0.5876544713973999,0.5876544713973999
data\BraTS2021_slice\test\good\img\00028_98.png,0,0.5487063527107239,0.5487063527107239
data\BraTS2021_slice\test\good\img\00028_99.png,0,0.5437062978744507,0.5437062978744507
data\BraTS2021_slice\test\good\img\00056_97.png,0,0.714333713054657,0.714333713054657
data\BraTS2021_slice\test\good\img\00056_98.png,0,0.6928669810295105,0.6928669810295105
data\BraTS2021_slice\test\good\img\00056_99.png,0,0.7017078995704651,0.7017078995704651
data\BraTS2021_slice\test\good\img\00066_60.png,0,0.6855615973472595,0.6855615973472595
data\BraTS2021_slice\test\good\img\00066_61.png,0,0.7254236936569214,0.7254236936569214
data\BraTS2021_slice\test\good\img\00066_62.png,0,0.6722778677940369,0.6722778677940369
data\BraTS2021_slice\test\good\img\00066_63.png,0,0.6454512476921082,0.6454512476921082
data\BraTS2021_slice\test\good\img\00066_64.png,0,0.681699812412262,0.681699812412262
data\BraTS2021_slice\test\good\img\00072_96.png,0,0.5982539057731628,0.5982539057731628
data\BraTS2021_slice\test\good\img\00072_97.png,0,0.58576500415802,0.58576500415802
data\BraTS2021_slice\test\good\img\00072_98.png,0,0.5450897216796875,0.5450897216796875
data\BraTS2021_slice\test\good\img\00072_99.png,0,0.6263177990913391,0.6263177990913391
data\BraTS2021_slice\test\good\img\00078_60.png,0,0.6916682720184326,0.6916682720184326
data\BraTS2021_slice\test\good\img\00078_61.png,0,0.6644109487533569,0.6644109487533569
data\BraTS2021_slice\test\good\img\00078_62.png,0,0.6303603053092957,0.6303603053092957
data\BraTS2021_slice\test\good\img\00078_63.png,0,0.6683046221733093,0.6683046221733093
data\BraTS2021_slice\test\good\img\00078_64.png,0,0.6054167747497559,0.6054167747497559
data\BraTS2021_slice\test\good\img\00078_65.png,0,0.6623246669769287,0.6623246669769287
data\BraTS2021_slice\test\good\img\00085_60.png,0,0.5991942286491394,0.5991942286491394
data\BraTS2021_slice\test\good\img\00085_61.png,0,0.6359499096870422,0.6359499096870422
data\BraTS2021_slice\test\good\img\00085_62.png,0,0.6448336839675903,0.6448336839675903
data\BraTS2021_slice\test\good\img\00085_63.png,0,0.6441482901573181,0.6441482901573181
data\BraTS2021_slice\test\good\img\00085_64.png,0,0.6391125917434692,0.6391125917434692
data\BraTS2021_slice\test\good\img\00089_60.png,0,0.5363253355026245,0.5363253355026245
data\BraTS2021_slice\test\good\img\00089_61.png,0,0.4923219680786133,0.4923219680786133
data\BraTS2021_slice\test\good\img\00118_62.png,0,0.52339106798172,0.52339106798172
data\BraTS2021_slice\test\good\img\00118_63.png,0,0.5306177735328674,0.5306177735328674
data\BraTS2021_slice\test\good\img\00118_64.png,0,0.5099951028823853,0.5099951028823853
data\BraTS2021_slice\test\good\img\00118_65.png,0,0.48721760511398315,0.48721760511398315
data\BraTS2021_slice\test\good\img\00118_68.png,0,0.4479025900363922,0.4479025900363922
data\BraTS2021_slice\test\good\img\00139_95.png,0,0.42500486969947815,0.42500486969947815
data\BraTS2021_slice\test\good\img\00139_96.png,0,0.44501566886901855,0.44501566886901855
data\BraTS2021_slice\test\good\img\00139_97.png,0,0.4556988477706909,0.4556988477706909
data\BraTS2021_slice\test\good\img\00139_98.png,0,0.45456257462501526,0.45456257462501526
data\BraTS2021_slice\test\good\img\00139_99.png,0,0.4608500897884369,0.4608500897884369
data\BraTS2021_slice\test\good\img\00140_60.png,0,0.507258415222168,0.507258415222168
data\BraTS2021_slice\test\good\img\00140_61.png,0,0.47927093505859375,0.47927093505859375
data\BraTS2021_slice\test\good\img\00146_60.png,0,0.6624062061309814,0.6624062061309814
data\BraTS2021_slice\test\good\img\00146_61.png,0,0.6601609587669373,0.6601609587669373
data\BraTS2021_slice\test\good\img\00146_62.png,0,0.6599403619766235,0.6599403619766235
data\BraTS2021_slice\test\good\img\00146_63.png,0,0.7162939310073853,0.7162939310073853
data\BraTS2021_slice\test\good\img\00166_60.png,0,0.597798228263855,0.597798228263855
data\BraTS2021_slice\test\good\img\00166_61.png,0,0.6005619168281555,0.6005619168281555
data\BraTS2021_slice\test\good\img\00166_62.png,0,0.564241886138916,0.564241886138916
data\BraTS2021_slice\test\good\img\00166_63.png,0,0.5202764272689819,0.5202764272689819
