path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,pixel_aggregated_score,patch_divergence_aggregated,fused_score
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_96.png,0,0.013269639573991299,0.013269639573991299,0.2549217939376831,1.856080412864685,2.9991583824157715,0.0028493450954556465,0.13395109967299146
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_97.png,0,0.013035446405410767,0.013035446405410767,0.25146129727363586,1.8560539484024048,2.9945085048675537,0.002844218397513032,0.1262164616433764
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_98.png,0,0.012742208316922188,0.012742208316922188,0.2467789202928543,1.8562926054000854,2.972097396850586,0.00283477152697742,0.11531090326013352
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00000_99.png,0,0.012924395501613617,0.012924395501613617,0.24311639368534088,1.8560960292816162,2.929232597351074,0.0028434942942112684,0.12049770136927679
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_60.png,0,0.012889603152871132,0.012889603152871132,0.2136548012495041,1.8554537296295166,2.5317111015319824,0.002828871598467231,0.10162194521430937
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_61.png,0,0.01301106158643961,0.01301106158643961,0.21559172868728638,1.855277419090271,2.570141553878784,0.002824343042448163,0.10558706655091449
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_62.png,0,0.012864827178418636,0.012864827178418636,0.2100764513015747,1.8556710481643677,2.4814717769622803,0.0028214671183377504,0.09757707916615602
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00011_63.png,0,0.013074347749352455,0.013074347749352455,0.197343111038208,1.8546878099441528,2.3645553588867188,0.0028374698013067245,0.10215462139221566
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_60.png,0,0.014611467719078064,0.014611467719078064,0.300035685300827,1.8552861213684082,3.7205348014831543,0.002795959822833538,0.18832547479723133
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_61.png,0,0.014569583348929882,0.014569583348929882,0.29612913727760315,1.8549704551696777,3.6669111251831055,0.002800246700644493,0.18596521208295202
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_62.png,0,0.014852906577289104,0.014852906577289104,0.2895973026752472,1.8543705940246582,3.594012498855591,0.0028002308681607246,0.19113362590424549
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00018_63.png,0,0.0149619085714221,0.0149619085714221,0.29077208042144775,1.8542380332946777,3.61566162109375,0.0027935588732361794,0.19369530502856025
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_94.png,0,0.012828494422137737,0.012828494422137737,0.2526158392429352,1.8569846153259277,3.029545783996582,0.0028285649605095387,0.1186821902176495
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_95.png,0,0.013172258622944355,0.013172258622944355,0.2394261360168457,1.8572814464569092,2.9329757690429688,0.0028267209418118,0.12428839105162579
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_96.png,0,0.012918573804199696,0.012918573804199696,0.23413099348545074,1.8574920892715454,2.8761332035064697,0.00282292696647346,0.11429529710355038
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_97.png,0,0.012835880741477013,0.012835880741477013,0.23206791281700134,1.8577258586883545,2.827648401260376,0.0028383606113493443,0.11317203162421531
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_98.png,0,0.012946058996021748,0.012946058996021748,0.22997993230819702,1.8565733432769775,2.823568344116211,0.002837274456396699,0.11588820181265369
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_99.png,0,0.012860188260674477,0.012860188260674477,0.2253088653087616,1.856396198272705,2.7820186614990234,0.002838192507624626,0.11209340340065346
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_96.png,0,0.014604837633669376,0.014604837633669376,0.23076120018959045,1.8539807796478271,2.8866124153137207,0.002831792226061225,0.16361981788568908
